,t,distance,speed,kinetic energy,momentum
320,12.84,12.66450650746182,36.73765276739728,832.79568,36.73765276739728
321,12.88,13.450085945567093,37.481250757276236,842.13456,37.481250757276236
322,12.92,13.48276613976432,31.80622338416777,613.6112639999999,31.80622338416777
323,12.96,13.647236538865977,30.89988743543257,638.141888,30.89988743543257
324,13.0,13.79694029996271,33.356515980580404,690.697824,33.356515980580404
325,13.04,13.054026724360257,42.1548161784113,1011.014368,42.1548161784113
326,13.08,14.140870188874235,36.22483525010259,829.299936,36.22483525010259
327,13.12,13.739590668856163,37.45680246070508,888.481888,37.45680246070508
328,13.16,14.359334241797994,35.439186153716776,754.0723839999998,35.439186153716776
329,13.2,13.360517677851528,38.21399795532663,858.677184,38.21399795532663
330,13.24,14.171909018057203,30.10875300226854,594.8331519999999,30.10875300226854
331,13.28,14.17578381542299,32.63385135475647,636.274752,32.63385135475647
332,13.32,14.1952087912984,35.205075184637714,770.236064,35.205075184637714
333,13.36,13.841465610795781,31.580264888692117,623.2569599999999,31.580264888692117
334,13.4,12.740041661796251,35.40341287118601,744.496064,35.40341287118601
335,13.44,13.282185206773633,34.7064737328454,804.5211519999998,34.7064737328454
336,13.48,13.30301031887146,30.523137266929435,607.3282879999999,30.523137266929435
337,13.52,13.723994549553089,32.59399983416408,664.095744,32.59399983416408
338,13.56,13.427753137745112,39.301678492239496,886.8040639999999,39.301678492239496
339,13.6,14.226914917627882,35.682605311787704,733.1721920000001,35.682605311787704
340,13.64,13.588134782597056,36.35733584608542,781.9209280000001,36.35733584608542
341,13.68,12.618758908667509,39.446702960432816,974.518272,39.446702960432816
342,13.72,13.699760945498706,35.43546402756738,816.331264,35.43546402756738
343,13.76,13.687884363256726,35.872112774474715,809.008672,35.872112774474715
344,13.8,13.514077327137047,34.47971210756637,762.7686080000001,34.47971210756637
345,13.84,13.24006109726549,30.414939558190753,575.47936,30.414939558190753
346,13.88,13.640379656812698,30.506635827076575,755.8592,30.506635827076575
347,13.92,13.31948572101918,36.56165305125336,817.3182079999999,36.56165305125336
348,13.96,13.457797618478072,31.907031067610674,685.2908480000001,31.907031067610674
349,14.0,13.119563507690334,33.99275714912544,773.389056,33.99275714912544
350,14.04,13.195593153664781,37.874414280426734,861.4340480000001,37.874414280426734
351,14.08,12.95311676499877,31.155773974752048,646.0114239999999,31.155773974752048
352,14.12,13.761127000594234,32.60471197166226,674.2860160000001,32.60471197166226
353,14.16,13.705682622282092,34.13979927801064,684.157408,34.13979927801064
354,14.2,13.448487734292655,33.01761799751487,686.9894720000001,33.01761799751487
355,14.24,13.677446506574118,36.848299072911495,893.0983679999999,36.848299072911495
356,14.28,13.765113649248974,34.05629246141693,718.609952,34.05629246141693
357,14.32,14.118724574026729,34.534296215471315,747.9859200000001,34.534296215471315
358,14.36,12.710736564785329,37.29551153819392,900.2105599999999,37.29551153819392
359,14.4,13.358585130410772,34.324057310018844,736.9999039999999,34.324057310018844
360,14.44,13.618987777012073,33.82828006459182,707.4609599999999,33.82828006459182
361,14.48,13.158278844324341,35.14564472249038,768.6574720000001,35.14564472249038
362,14.52,13.388762302333996,36.684438937642746,886.3848320000001,36.684438937642746
363,14.56,13.01253172665938,31.58361861850455,627.880896,31.58361861850455
364,14.6,13.781683586191326,30.430796332470464,621.984672,30.430796332470464
365,14.64,12.864341252626966,33.00822575567747,734.473824,33.00822575567747
366,14.68,13.936138070594076,29.19224695258312,586.223488,29.19224695258312
367,14.72,12.493572340173882,32.48625773579234,707.947712,32.48625773579234
368,14.76,13.529247171784657,31.209985581821922,613.4750720000001,31.209985581821922
369,14.8,13.369077917849026,33.82520904873314,810.4095680000001,33.82520904873314
370,14.84,13.1787178554769,35.05559985123054,798.7451199999999,35.05559985123054
371,14.88,12.896526068602256,31.57533543134916,682.7096,31.57533543134916
372,14.92,13.159927374863651,37.43051348057485,846.702304,37.43051348057485
373,14.96,13.283906840018517,30.535579156100525,580.592096,30.535579156100525
374,15.0,13.594659374425241,29.777220955761837,576.1744640000001,29.777220955761837
375,15.04,13.146460119334346,31.904575959568433,660.133984,31.904575959568433
376,15.08,12.914881704246206,36.91502169199542,795.7028880000001,36.91502169199542
377,15.12,12.38595778521096,31.79864664756821,688.33844,31.79864664756821
378,15.16,13.015359456815279,37.00286840023784,838.702944,37.00286840023784
